机构名称,类型
YU HENG INTERNATIONAL INVESTMENTS CORPORATION,一般法人
哈尔滨誉衡集团有限公司,一般法人
中意资产-招商银行-中意资产-招商银行-定增精选6号资产管理产品,一般法人
五莲华石企业管理咨询中心(有限合伙),一般法人
宁波聚源瑞利投资合伙企业(有限合伙),一般法人
广州市广盐小额贷款有限公司,一般法人
湖州风林火山股权投资合伙企业(有限合伙),一般法人
不列颠哥伦比亚省投资管理公司,QFII
中银收益混合型证券投资基金A,基金
兴业成长动力灵活配置混合型证券投资基金,基金
华安中证500行业中性低波动交易型开放式指数证券投资基金,基金
富国可转换债券证券投资基金,基金
景顺长城中证500行业中性低波动指数型证券投资基金,基金
泰信行业精选灵活配置混合型证券投资基金A,基金
瑞典第二国家养老金,QFII
融通收益增强债券型证券投资基金A,基金
银河灵活配置混合型证券投资基金A类,基金
长城久恒灵活配置混合型证券投资基金,基金
平安大华基金管理有限公司-平安大华平安金橙财富宏运141号一期资产管理计划,一般法人
金鹰基金管理有限公司-金鹰中植产投定增1号资产管理计划,一般法人
金鹰基金管理有限公司-金鹰中植产投定增5号资产管理计划,一般法人
深圳前海万里耀强资产管理有限公司,信托公司
渤海国际信托股份有限公司-冀兴三号单一资金信托,一般法人
杭州明函投资管理有限公司,一般法人
霍尔果斯万木隆股权投资有限公司,一般法人
巨星控股集团有限公司,一般法人
北京中恒永禄投资有限公司,一般法人
常州京控资本管理有限公司,一般法人
江阴中南重工集团有限公司,一般法人
芒果传媒有限公司,一般法人
广东大兴华旗资产管理有限公司,信托公司
深圳市前海桢诚资产管理有限公司,信托公司
石河子国杰股权投资合伙企业(有限合伙),一般法人
上海钜成企业管理(集团)有限公司,一般法人
北京乐文科技发展有限公司,一般法人
湖南威科电力仪表有限公司,一般法人
富国中证1000指数增强型证券投资基金(LOF),基金
佛山市西格玛创业投资有限公司,一般法人
景顺长城中小板创业板精选股票型证券投资基金,基金
上海丰煜投资有限公司,信托公司
上海融屏信息科技有限公司,一般法人
杭州银达投资咨询管理有限公司,一般法人
湖州信杰诚企业管理咨询有限公司,一般法人
北京元和盛德投资有限责任公司,一般法人
北京日新经贸发展有限责任公司,一般法人
北京浩鸿房地产开发有限公司,一般法人
北京长安投资有限公司,一般法人
华软投资控股有限公司,一般法人
天津信杰投资有限公司,一般法人
深圳市佳威尔科技有限公司,一般法人
华澳国际信托有限公司,信托公司
江阴中江基金管理企业(有限合伙),一般法人
深圳市欧菲投资控股有限公司,一般法人
裕高(中国)有限公司,一般法人
宁夏青龙投资控股有限公司,一般法人
东方邦信创业投资有限公司,一般法人
国泰君安金融控股有限公司,一般法人
深圳市华建盈富投资企业(有限合伙),一般法人
INTERBREW INVESTMENT INTERNATIONAL HOLDING LIMITED,一般法人
广发基金-工商银行-瑞元资本管理有限公司,一般法人
广州珠江啤酒集团有限公司,一般法人
永信国际有限公司,一般法人
中协宾馆,一般法人
中国青年实业发展总公司,一般法人
北京宏润投资经营公司,一般法人
北京市房山区人民政府国有资产监督管理委员会,一般法人
北京市朝阳区人民政府国有资产监督管理委员会,一般法人
北京市盛丰顺业投资经营有限责任公司,一般法人
北京海淀置业集团有限公司,一般法人
"BIGGERING(BVI) HOLDINGS CO., LTD.",一般法人
HAPPY UNION INVESTMENT LIMITED.,一般法人
"WUS GROUP HOLDINGS CO.,LTD.",一般法人
上投摩根优信增利债券型证券投资基金A,基金
上投摩根安鑫回报混合型证券投资基金A,基金
中邮核心科技创新灵活配置混合型证券投资基金,基金
大成正向回报灵活配置混合型证券投资基金,基金
宝盈科技30灵活配置混合型证券投资基金,基金
工银瑞信互联网加股票型证券投资基金,基金
宁波冉盛盛瑞投资管理合伙企业(有限合伙),一般法人
宁波梅山保税港区瑞燊股权投资合伙企业(有限合伙),一般法人
深圳瀚德金融科技控股有限公司,一般法人
汇添富基金-广州海格通信集团股份有限公司,一般法人
创金合信资源主题精选股票型发起式证券投资基金A,基金
上海合锦投资管理有限公司,信托公司
华能贵诚信托有限公司-华能信托·兴源鸿业6号集合资金信托计划,一般法人
华能贵诚信托有限公司-华能信托·鸿源通诚1号集合资金信托计划,一般法人
南通泓石投资有限公司,一般法人
山东人和投资有限公司,一般法人
临沂金正大投资控股有限公司,一般法人
汕头汇晟投资有限公司,一般法人
雅戈尔投资有限公司,一般法人
江苏中超投资集团有限公司,一般法人
深圳市鑫腾华资产管理有限公司,一般法人
玉环市亚兴投资有限公司,一般法人
重庆机电控股集团信博投资管理有限公司,一般法人
福建榕基软件股份有限公司-第一期员工持股计划,一般法人
福建榕基软件股份有限公司-第三期员工持股计划,一般法人
福建榕基软件股份有限公司-第二期员工持股计划,一般法人
万家双引擎灵活配置混合型证券投资基金,基金
上投摩根动力精选混合型证券投资基金,基金
上投摩根卓越制造股票型证券投资基金,基金
上投摩根科技前沿灵活配置混合型证券投资基金,基金
东兴蓝海财富灵活配置混合型证券投资基金,基金
中欧瑾泉灵活配置混合型证券投资基金A,基金
中欧睿诚定期开放混合型证券投资基金A,基金
人保量化基本面混合型证券投资基金A,基金
信诚至远灵活配置混合型证券投资基金A,基金
光大保德信一带一路战略主题混合型证券投资基金,基金
光大保德信吉鑫灵活配置混合型证券投资基金A,基金
华泰保兴研究智选灵活配置混合型证券投资基金A,基金
南方国策动力股票型证券投资基金,基金
国泰多策略收益灵活配置混合型证券投资基金,基金
天弘新价值灵活配置混合型证券投资基金,基金
天治核心成长混合型证券投资基金,基金
德邦稳盈增长灵活配置混合型证券投资基金,基金
昌硕科技(上海)有限公司,一般法人
易方达新益灵活配置混合型证券投资基金I,基金
民生加银前沿科技灵活配置混合型证券投资基金,基金
汇丰晋信沪港深股票型证券投资基金A,基金
泓德三年封闭运作丰泽混合型证券投资基金,基金
泓德泓信灵活配置混合型证券投资基金,基金
泓德致远混合型证券投资基金A,基金
泓德臻远回报灵活配置混合型证券投资基金,基金
泓德远见回报混合型证券投资基金,基金
海富通领先成长混合型证券投资基金,基金
申万菱信新能源汽车主题灵活配置混合型证券投资基金,基金
立讯有限公司,一般法人
鹏华新兴产业混合型证券投资基金,基金
上海双建生化技术发展有限公司,一般法人
上海通怡投资管理有限公司,信托公司
东营市正博石油技术有限责任公司,一般法人
胜利油田长安控股集团有限公司,一般法人
西藏泰颐丰信息科技有限公司,一般法人
江苏常宝投资发展有限公司,一般法人
上海国鑫投资发展有限公司,一般法人
宁波富兴电力燃料有限公司,一般法人
杭州嘉曦投资管理合伙企业(有限合伙),一般法人
杭州锐禧锦霖股权投资合伙企业(有限合伙),一般法人
民生加银基金-建设银行-西南证券股份有限公司,一般法人
浙江富春江通信集团有限公司,一般法人
浙江省联业能源发展公司,一般法人
深圳招华城市发展股权投资基金合伙企业(有限合伙),一般法人
广州市城投投资有限公司,一般法人
广州金骏投资控股有限公司,一般法人
新津新联投资管理中心(普通合伙),一般法人
新津聚英科技发展有限公司,一般法人
新筑投资集团有限公司,一般法人
重庆兴瑞亘泰企业管理咨询有限公司,一般法人
共青城银汐投资管理合伙企业(有限合伙),一般法人
招远君兴农业发展中心,一般法人
招远市金岭金矿,一般法人
上海宜江投资有限公司,一般法人
广田控股集团有限公司,一般法人
新疆广拓股权投资合伙企业(有限合伙),一般法人
深圳前海复星瑞哲恒嘉投资管理企业(有限合伙),一般法人
陕西省国际信托股份有限公司-陕国投·广田集团第一期员工持股集合资金信托计划,一般法人
China Crane Investment Holdings Limited,一般法人
南通威望实业有限公司,一般法人
同方金融控股(深圳)有限公司,一般法人
国海创新资本投资管理有限公司,一般法人
亿威投资有限公司,一般法人
湖南艾华投资有限公司,一般法人
广州君凯投资有限公司,一般法人
广州雪松文化旅游投资有限公司,一般法人
长安国际信托股份有限公司-长安信托-长安投资1033号证券投资单一资金信托,一般法人
上海国骏投资有限公司,一般法人
东旭集团有限公司,一般法人
阜新金胤能源投资有限公司,一般法人
